name,phone,website,address,city,rating,reviews,type,place_id,email_guess,mv_quality,mv_result
Bangkok-Tokyo,(806) 353-4777,http://bangkoktokyoamarillo.com/,"2413 S Western St, Amarillo, TX 79109",Amarillo,4.7,1501,Thai restaurant,ChIJFVDx-NlPAYcRGfLbi2F5hgw,orientalmoonoi@gmail.com,good,ok
National Injury Lawyers,(214) 890-0711,https://nationalpi.com/,"5489 Blair Rd Suite 300, Dallas, TX 75231",Dallas,4.6,1490,Personal injury attorney,ChIJQfLUSgufToYRZIAt4sapAuk,pharm@fnlawfirm.com,risky,unknown
Surfing Crab,(361) 462-4707,https://surfingcrabtx.com/,"5057 S Padre Island Dr, Corpus Christi, TX 78411",Corpus Christi,4.4,1489,Seafood restaurant,ChIJ3X2Q9rv1aIYReK_OFti-QV0,surfingcrabtx@gmail.com,good,ok
Bunz Handcrafted Burgers,(210) 354-3555,http://tastybunz.com/,"122 E Houston St, San Antonio, TX 78205",San Antonio,4.5,1488,Hamburger restaurant,ChIJ-7WMkdFfXIYRf2bEGU8Hh7Y,hello@tastybunz.com,good,ok
The Chill Brothers,(844) 512-4455,https://thechillbrothers.com/ac-installation-and-services-in-spring-tx/,"6465 Farm to Market 2920, Spring, TX 77379",Spring,4.6,1486,HVAC contractor,ChIJexRarKAzR4YRti-NeUsq5Ww,hello@thechillbrothers.com,risky,catch_all
The Austin Beer Garden Brewing Co.,(512) 298-2242,http://theabgb.com/,"1305 W Oltorf St, Austin, TX 78704",Austin,4.6,1486,Brewery,ChIJs6-KANy0RIYRRTcMhnhoFaE,yall@theabgb.com,good,ok
Good Guys Tree Service,(737) 637-3312,https://www.goodguystreeservice.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"10713 N FM 620 BLDG E, Ste 521, Austin, TX 78726",Austin,4.8,1481,Tree service,ChIJey67lvQyW4YR2UGs6MP9Qz4,bob@goodguystreeservice.com,good,ok
"Cote's Mechanical, LLC",+1 940-202-0196,https://www.cotesmechanical.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*415*cotes-mechanical-sanger,"3500 Shelby Ln, Denton, TX 76207, United States",Denton,4.8,1477,HVAC contractor,ChIJ28flT9KzTYYRqOoVPBNGvXA,office@cotesmechanical.com,good,ok
La Bodega Mexican Restaurant & Bar,(432) 333-4469,https://www.labodegamexicanrestaurant.com/,"1024 E 7th St, Odessa, TX 79761",Odessa,4.2,1475,Mexican restaurant,ChIJr-auoUXJ-4YRq7-ukkmfMrQ,labodegaodessa@yahoo.com,risky,unknown
Trendy Dumpling,(713) 750-9398,https://trendydumpling.com/,"3285 Southwest Fwy, Houston, TX 77027",Houston,4.5,1474,Dumpling restaurant,ChIJ7QW5l9zBQIYRM55nghS5ep4,trendydumpling@gmail.com,good,ok
The Union Kitchen,(832) 644-9067,https://www.theunionkitchen.com/,"23918 US-59, Kingwood, TX 77339",Kingwood,4.3,1471,American restaurant,ChIJJzdExUlNR4YRQ_CSq4uQQUU,gm.cypress@theunionkitchen.com,risky,catch_all
Clark's Oyster Bar - Austin,(512) 297-2525,https://www.clarksoysterbar.com/locations/austin,"1200 W 6th St, Austin, TX 78703",Austin,4.5,1469,Seafood restaurant,ChIJbeqvYxO1RIYR5zZEcyfr02s,austinevents@clarksoysterbar.com,good,ok
Pop-A-Lock of Houston - Locksmith,(713) 722-0060,https://www.popalock.com/franchise/houston-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"3420 Rusk St #36, Houston, TX 77003",Houston,4.9,1468,Locksmith,ChIJE8_hWobWMQwR7LRaQD523gY,customerservice@popalockoftexas.com,error,The read operation timed out
Aventura Dental,(915) 591-9999,http://www.aventuradentalelpaso.com/,"2200 N Yarbrough Dr suite n, El Paso, TX 79925",El Paso,4.9,1460,Dentist,ChIJAQAAVc5E54YRBNUFyaIOGT4,aventura@eptxdentalgroup.com,good,ok
"Dailey Company, Inc.",(979) 260-2020,https://www.godailey.com/,"8330 Jones Rd, College Station, TX 77845",College Station,4.9,1458,Plumber,ChIJkxFU7ZqCRoYRkzpRvnMtWr8,service@godailey.com,risky,catch_all
COPA Bail Bonds,(210) 231-0202,http://copabailbonds.com/,"1511 W Martin St, San Antonio, TX 78207",San Antonio,4.9,1457,Bail bonds service,ChIJf_7iYjZfXIYRyKQum-hZueY,bailbondpeoplereport@gmail.com,good,ok
Verona Nails Bar (10% Off First Time Customer),(210) 375-3032,https://veronanailsbar.com/,"12822 I-10 #210, San Antonio, TX 78249",San Antonio,4.7,1454,Nail salon,ChIJ3WtTlchnXIYRq1qayxa3vww,veronanailsbar@gmail.com,good,ok
Oso Grande Auto Sales,(210) 924-5455,https://www.osograndeautos.com/,"5407 Interstate 35 Access Rd, San Antonio, TX 78211",San Antonio,4.8,1452,Used car dealer,ChIJL9gtlVlYXIYR1DU3TTd9XsQ,csr@texmexprimo.com,good,ok
Palazzio Nail Lounge The Heights,(832) 649-7870,https://palazzionailloungetheheights.com/,"1515 Studemont St, Houston, TX 77007",Houston,4.9,1450,Nail salon,ChIJ2eO5IgC5QIYRdlwOUTucwRs,palazzionailloungetheheights@gmail.com,good,ok
The Monk’s Indian Bistro - Humble,(346) 616-5593,https://www.monkshumble.com/,"9626 Farm to Market 1960 Bypass Rd W, Humble, TX 77338",Humble,4.8,1445,Indian restaurant,ChIJJ-yoYwCzQIYRGwWvaHGDH-w,monkshumble@gmail.com,good,ok
Pest Patrol,(325) 673-6700,https://westtexaspestpatrol.com/,"782 E Hwy 80, Abilene, TX 79601",Abilene,4.9,1445,Pest control service,ChIJ8Tnr-f2TVoYRFOTHty_xqmw,frontend@pestpatroltx.com,good,ok
Blue Nile,(713) 814-5101,https://bluenilerestaurant.com/,"3030 Audley St, Houston, TX 77098",Houston,4.5,1443,Ethiopian restaurant,ChIJV9p3a-XAQIYRQaWkOd5S1k4,bluenileriveroaks@gmail.com,good,ok
Santa Fe Steakhouse & Cantina,(956) 630-2331,http://santafemcallen.com/,"1918 S 10th St, McAllen, TX 78503",McAllen,4.6,1439,Steak house,ChIJxaexPfCnZYYRv4425YamY5E,santafesteakhouse1@gmail.com,good,ok
Uptown Nail Spa,(214) 953-6245,https://uptownnailspadallas.com/,"2906 McKinney Ave, Dallas, TX 75204",Dallas,4.6,1439,Nail salon,ChIJLx3MftOeToYREEowWqdPLZo,uptownnailspadallas@gmail.com,good,ok
Zoli's Pizza,(817) 402-0050,http://www.zolispizza.com/,"3501 Hulen St, Fort Worth, TX 76107",Fort Worth,4.2,1438,Pizza restaurant,ChIJIT6Ljf5zToYRmksMmDhMfu4,jeff@pilfgroup.com,good,ok
Acropolis,(254) 213-9859,https://www.acropolisus.com/,"W Central TX, 360 S Central Texas Expy #206, Harker Heights, TX 76548",Harker Heights,4.5,1437,Greek restaurant,ChIJUVUQfqJJRYYRjYI8QDaBtVc,samhalabi78@gmail.com,good,ok
Plumbing Outfitters,(512) 759-8332,https://plumbingoutfitters.com/taylor/?utm_source=google&utm_medium=organic&utm_campaign=local+listings,"24 Co Rd 496, Taylor, TX 76574",Taylor,4.9,1437,Plumber,ChIJ5S1MpB8dRYYRaPq8HrrUzOM,ashley@plumbingoutfitters.com,good,ok
Houston Motorsports,(281) 890-2020,https://www.houstonyamaha.com/,"9550 Farm to Market 1960 Rd W, Houston, TX 77070",Houston,4.7,1437,Motorcycle dealer,ChIJAV_aUfnRQIYRA9bv1F96gpU,hym@houstonyamaha.com,risky,unknown
North Line Low Cost - Affordable Pet Clinic Tidwell,(713) 697-3297,http://northlinevet.com/,"51 Tidwell Rd, Houston, TX 77022",Houston,4.5,1432,Animal hospital,ChIJJyHHvxO4QIYRISVj3P9Kxek,tidwellpetclinicinfo@gmail.com,good,ok
Starr General Dentistry,(254) 776-7410,https://starrgeneraldentistry.com/?utm_source=gmb&utm_medium=organic,"6400 Cobbs Dr STE 500, Waco, TX 76710",Waco,5,1432,Dentist,ChIJHa2DHT2ET4YRQtIPMqZN9xI,om@starrgeneraldentistry.com,good,ok
Busy Bee Café,(281) 331-2298,http://busybeecafetexas.com/,"2417 S Gordon St, Alvin, TX 77511",Alvin,4.4,1427,Cafe,ChIJB-9SfLaIQIYR3XH2KsDSPPM,busybeecafes@ymail.com,risky,unknown
Jax Hamburgers,(936) 336-7887,https://jaxhamburgers.shop/,"428 Main St, Liberty, TX 77575",Liberty,4.6,1423,Hamburger restaurant,ChIJJ57R-kVLP4YR4Tb7c2EKtIg,jaxhamburgers.shop@gmail.com,bad,invalid
Maids and Moore Cleaning Austin,(512) 686-5034,http://www.maidsandmoore.com/,"8120 Research Blvd #110, Austin, TX 78758",Austin,4.9,1420,House cleaning service,ChIJZSoIWSzKRIYRT7_waKuDcxk,maidsandmoore@gmail.com,good,ok
Kiwi Services,(713) 999-6449,https://kiwiservices.com/texas/houston/,"4444 W 12th St, Houston, TX 77055",Houston,4.5,1420,Carpet cleaning service,ChIJHXgI2r_GQIYR7oq5YY15H0c,customerservice@kiwiservices.com,good,ok
Full Armor Gun Range,(832) 486-9086,https://fullarmorgunrange.com/,"11911 Katy Fwy, Houston, TX 77079",Houston,4.6,1417,Shooting range,ChIJIyK0AXPbQIYREgmi1Tm1dGA,fullarmorgunrange@gmail.com,good,ok
Good Day Cafe Irving,(972) 255-8400,https://gooddaycafetx.com/gdcirving?utm_source=google,"2301 N O'Connor Rd Suit M, Irving, TX 75062",Irving,4.5,1413,Cafe,ChIJJwDzPx2DToYRocksmGgP92Y,lidiadav74@gmail.com,good,ok
Big Tex Auto Mart,(214) 348-2100,http://www.bigtexautomart.com/,"11501 E NW Hwy, Dallas, TX 75218",Dallas,4.8,1413,Used car dealer,ChIJu4c3idygToYRGUTcpT33q4Y,bigtexautomart@gmail.com,good,ok
Hot Water Guys,(832) 673-0909,http://hotwaterguys.com/,"352 Link Rd, Houston, TX 77009",Houston,4.9,1411,Plumber,ChIJz5hMW424QIYRRUI6hjZmXnQ,service@hotwaterguys.com,bad,invalid
Roman Empire Gym,(832) 738-1546,https://romanempiregym.com/,"451 Spruce St, League City, TX 77573",League City,4.9,1410,Gym,ChIJBww6zfGDQIYRdF9bI37LunE,romanempiregym@gmail.com,good,ok
Newman's Automotive,(512) 447-7801,http://www.newmansauto.com/,"3916 Woodbury Dr, Austin, TX 78704",Austin,4.6,1405,Auto repair shop,ChIJUVsc15W0RIYR2QrBZB052Hg,serviceteam@newmansauto.com,good,ok
Einstein Moving Company,(737) 377-5181,https://www.einsteinmoving.com/locations/texas-movers/north-austin-movers/?utm_source=google&utm_medium=organic&utm_campaign=gmb,"9200 Brown Ln Suite A, Austin, TX 78754",Austin,4.9,1405,Mover,ChIJoR9pgqDJRIYRuajSXPMphPE,smartmove@einstein.com,bad,invalid
Main Street Cafe,(972) 436-6850,http://www.mainstreetcafe.ai/,"208 E Main St, Lewisville, TX 75057",Lewisville,4.5,1399,American restaurant,ChIJUceXXREuTIYRecjzbfb_Gok,support@mainstreetcafe.ai,good,ok
9 Rabbits Bakery,(972) 243-4478,http://www.9rabbitsbakery.com/,"2546 Royal Ln, Dallas, TX 75229",Dallas,4.5,1396,Bakery,ChIJ2ewCpI4nTIYR1dZ8M7wdnKo,9rabbitsbakery@gmail.com,good,ok
Taste of Europe,(682) 248-3070,https://tasteofeuropearlingtontx.com/?utm_source=google,"1901 W Pioneer Pkwy, Arlington, TX 76013",Arlington,4.7,1395,Eastern European restaurant,ChIJbV1EZNh8ToYRiVQwFpamFZ0,beltalalex@gmail.com,good,ok
Jakes Texas Tea House,(254) 756-2522,http://www.jakestexasteahouse.com/,"613 Austin Ave, Waco, TX 76701",Waco,4.5,1395,American restaurant,ChIJAbt1iVKCT4YRhtZDQ1rRHV4,jakestexasteahouse@att.net,risky,catch_all
Cafe Caspian,(281) 493-4000,http://www.cafecaspian.com/,"12126 Westheimer Rd # 100, Houston, TX 77077",Houston,4.5,1395,Persian restaurant,ChIJlw-eafLcQIYR4SPTw4HJS04,sales@goodresto.com,bad,invalid
Team Mancuso Powersports Southwest,(713) 230-8131,https://www.teammancuso.com/tmpsw,"7250 Southwest Fwy, Houston, TX 77074",Houston,4.4,1392,Motorcycle dealer,ChIJk7guCGDCQIYRfMuA-MYsyJ0,sales@teammancuso.com,bad,invalid
Barley Swine,(512) 394-8150,http://www.barleyswine.com/,"6555 Burnet Rd #400, Austin, TX 78757",Austin,4.7,1387,American restaurant,ChIJid3yLt-0RIYR_JPyeaoX0Uc,reservations@barleyswine.com,good,ok
Roegels Barbecue Co,(713) 977-8725,https://vossroad.roegelsbarbecue.com/,"2223 S Voss Rd, Houston, TX 77057",Houston,4.5,1387,Barbecue restaurant,ChIJweOXb5XDQIYRk5rU3Ry1W10,thepigonvoss@yahoo.com,risky,unknown
Godai Sushi Bar & Japanese Restaurant,(210) 251-4356,http://godaisushi.com/,"11203 West Ave, San Antonio, TX 78213",San Antonio,4.6,1385,Japanese restaurant,ChIJvdkjUkJgXIYRRdj8QnDdQj0,stevehan84@gmail.com,good,ok
The Spice Garden,(512) 382-0560,https://www.thespicegardenonline.com/,"3107 S I-35 Frontage Rd #760, Round Rock, TX 78664",Round Rock,4.7,1384,Pan-Asian restaurant,ChIJl5R_vj3PRIYRzKhqyZt-hsg,contact@thespicegardenonline.com,risky,catch_all
All Dogs Unleashed Dog Training Dallas,(972) 484-3647,https://www.alldogsunleashed.com/,"2401 Luna Rd, Carrollton, TX 75006",Carrollton,4.9,1383,Dog trainer,ChIJce944REhTIYRNvs_hlCyuLU,san-antonio@alldogsunleashed.com,bad,invalid
Lei Low,(713) 380-2968,http://leilowhtx.com/,"6412 N Main St C, Houston, TX 77009",Houston,4.7,1380,Cocktail bar,ChIJrVTXbYO4QIYRFg_Eqds7N4M,leilowhtx@gmail.com,good,ok
Trademark Salon | Hair Extension Salon,(832) 717-3422,http://trademarksalon.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gmb,"10300 Louetta Rd #100, Houston, TX 77070",Houston,4.9,1379,Hair salon,ChIJPXN3JIHSQIYRu3euy4KMX14,trademarksalon@gmail.com,good,ok
Yellow City Street Food - YCSF,(806) 353-9273,https://yellowcitystreetfood.com/,"2916 Wolflin Ave, Amarillo, TX 79109",Amarillo,4.7,1373,New American restaurant,ChIJKS-UolVOAYcRqO8Cqo2A1OI,wweeiihhuuaanngg@gmail.com,good,ok
Fig Italian Kitchen & Bar,(512) 749-4988,https://www.figaustin.com/,"3403 S Lamar Blvd, Austin, TX 78704",Austin,4.8,1373,Italian restaurant,ChIJndqjXQBLW4YR4e4Edn7JQ_8,jmotatx@gmail.com,good,ok
Texas Collision Centers,(972) 528-9398,https://texascollisioncenters.com/locations/love-field/,"6125 Peeler St, Dallas, TX 75235",Dallas,4.9,1373,Auto body shop,ChIJW-ICYJOfToYRi3ofWZo1H8Q,tcc05frontoffice@tcctexas.com,good,ok
San Antonio Eyeworks,(210) 251-2372,http://www.saeyeworks.com/,"Located on the 2nd floor in the back of the Ridge, 4553 N Loop 1604 W Ste 1225, San Antonio, TX 78249",San Antonio,4.9,1371,Optometrist,ChIJlZkF5axmXIYRlDVF6Me9ZKA,saeyeworks@gmail.com,good,ok
EggCited Brunch house,(214) 548-4327,https://eggcitedbrunchhousetx.com/,"7200 W University Dr #190, McKinney, TX 75071",McKinney,4.9,1370,Brunch restaurant,ChIJ7TrcobkVTIYRss4x31EdSUA,eggcited24@gmail.com,good,ok
Volcano,(432) 552-8881,https://volcanooddesa.com/,"3952 E 42nd St, Odessa, TX 79762",Odessa,4.5,1369,Asian restaurant,ChIJzREzpivP-4YRd4Fc9BGpJcE,hungrycrabseafood@gmail.com,good,ok
B.B. Italia Bistro & Bar,(713) 424-7876,https://www.bbitaliabistro.com/,"16250 City Walk, Sugar Land, TX 77479",Sugar Land,4.1,1368,Italian restaurant,ChIJV0M_5AfbQIYRF3QgQa5WCI4,bbitalia@berghospitality.com,good,ok
Island Grill,(713) 527-8070,https://www.islandgrillhouston.com/,"2365 Rice Boulevard, Houston, TX 77005",Houston,4.7,1368,Mediterranean restaurant,ChIJOZCmZWfAQIYR65Igm7PxJM8,bunkerhill@islandgrillhouston.com,good,ok
Il Forno,(210) 616-2198,http://www.ilfornosa.com/,"122 Nogalitos St, San Antonio, TX 78204",San Antonio,4.7,1366,Pizza restaurant,ChIJQ5ukQLlYXIYRJiHwC1Shxs8,ms@restaurantgwendolyn.com,good,ok
Richard's Total Backyard Solutions,(713) 777-7665,https://richardstbs.com/,"1701 S Texas 6, Houston, TX 77077",Houston,4.8,1363,Swimming pool contractor,ChIJ04XoTgLcQIYRixRFwSpzLZE,wordpress@adtrak.co.uk,good,ok
MET Plumbing LLC,(281) 845-8889,https://met-plumbing.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*538*MET-Houston,"1005 Airline Dr Suite A, Katy, TX 77493",Katy,4.8,1358,Plumber,ChIJvV3nkQcnQYYRXxYpEpaQmp4,csr@metplumbing.com,good,ok
Air Tech of Pasadena - Miles Service,(281) 393-7875,https://www.airtechofpasadena.com/locations/pasadena-tx/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*22*air-tech-pasadena,"2915 Preston Ave, Pasadena, TX 77503",Pasadena,4.9,1358,HVAC contractor,ChIJSfLs_5KYQIYRV1_E_yFA2io,service@airtechofpasadena.com,good,ok
Metro Flow Plumbing - Dallas Emergency Plumbers,(214) 328-7371,https://metroflowplumbing.com/,"3730 Dilido Rd #422, Dallas, TX 75228",Dallas,4.9,1357,Plumber,ChIJG9daKcOjToYRQlVWdwkgGsk,metroflow@metroflowplumbing.com,good,ok
Turmeric Indian Cuisine,(832) 789-6599,http://www.turmericindiancuisinetx.com/,"1111 Shepherd Dr Suite 100, Houston, TX 77007",Houston,4.7,1357,Indian restaurant,ChIJP3HYZwDHQIYRxQDvijY-8jY,info.houston@turmericindiancuisinetx.com,good,ok
Galveston Veterinary Clinic,(409) 744-5355,https://www.galvestonvets.com/?utm_source=gmb&utm_medium=organic&y_source=1_MTE2Njg2OTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"2108 61st St, Galveston, TX 77551",Galveston,4.7,1349,Veterinarian,ChIJAYgt7kmcP4YRiIQxpHuZ60w,cynthia.e.larson@gmail.com,good,ok
1-Tom-Plumber,(726) 226-2235,https://www.1tomplumber.com/sanantonio/,"11549 Old Perrin Beitel Rd #202, San Antonio, TX 78217",San Antonio,5,1346,Plumber,ChIJmS7DygyTXIYRwqsKEvlVKf0,houston@1tomplumber.com,good,ok
Enviro-Master of San Antonio,(210) 864-1301,https://enviro-master.com/commercial-cleaning-locations/san-antonio-texas/?utm_source=gbp&utm_medium=organic,"5405 Bandera Rd #128, San Antonio, TX 78238",San Antonio,5,1346,Janitorial service,ChIJD1ACi7hdXIYRe3k8Sz31SQY,dev@3ve.com,risky,catch_all
Eunice,(832) 491-1717,http://eunicerestaurant.com/,"3737 Buffalo Speedway Suite 100, Houston, TX 77098",Houston,4.5,1346,Cajun restaurant,ChIJFWLpBvvAQIYRiK7zXVJH59Y,mjoyce@brg-hospitality.com,good,ok
Austin Roofing Company & Water Damage | WDR,(512) 842-4778,https://austinroofingandwaterdamage.com/?utm_campaign=gmb,"9711 Beck Cir, Austin, TX 78758",Austin,5,1343,Roofing contractor,ChIJSb-Yw-7LRIYRX7254_umX3M,bradfarr@rocketmail.com,risky,unknown
TNT Wrecker Service,(409) 842-5155,https://tntwreckertx.com/?utm_source=omg-gbp&utm_medium=webclick,"5385 Fannett Rd, Beaumont, TX 77705",Beaumont,4.9,1338,Towing service,ChIJN1z7VWHOPoYRn7GvPofNmpI,tnt@tntwrecker.com,good,ok
Wanna Bao,(832) 623-7265,https://wannabao.com/,"2708 Bagby St, Houston, TX 77006",Houston,4.4,1338,Chinese restaurant,ChIJ5deKMyq_QIYR1f8UpbHefsw,abaobistro@gmail.com,good,ok
All American Irrigation Systems LLC,(210) 826-6474,http://www.sanantoniosprinklers.com/,,,4.8,1335,Lawn sprinkler system contractor,ChIJScbpP9KHXIYR5ZJ1Sl9Izgw,aaissprinklers@gmail.com,good,ok
Seabrook Waffle Company,(281) 291-8186,https://www.seabrookwafflecompany.com/,"1402 5th St, Seabrook, TX 77586",Seabrook,4.6,1334,Restaurant,ChIJO27lvlZiP4YRk90WzOZxWEk,seabrookwafflecompany@yahoo.com,risky,unknown
